year,WEEK,Total_cases,sales,bert_sentiment_score,date,flu_trend,isPartial
2015,13,1669,159.5,-0.3333333333333333,2015-01-01,22.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-02-01,23.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-03-01,16.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-04-01,11.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-05-01,8.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-06-01,7.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-07-01,6.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-08-01,7.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-09-01,11.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-10-01,17.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-11-01,12.0,False
2015,13,1669,159.5,-0.3333333333333333,2015-12-01,11.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-01-01,22.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-02-01,23.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-03-01,16.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-04-01,11.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-05-01,8.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-06-01,7.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-07-01,6.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-08-01,7.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-09-01,11.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-10-01,17.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-11-01,12.0,False
2015,13,1669,125.79999999999998,-0.3333333333333333,2015-12-01,11.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-01-01,22.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-02-01,23.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-03-01,16.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-04-01,11.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-05-01,8.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-06-01,7.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-07-01,6.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-08-01,7.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-09-01,11.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-10-01,17.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-11-01,12.0,False
2015,13,1669,130.3,-0.3333333333333333,2015-12-01,11.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-01-01,22.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-02-01,23.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-03-01,16.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-04-01,11.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-05-01,8.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-06-01,7.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-07-01,6.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-08-01,7.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-09-01,11.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-10-01,17.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-11-01,12.0,False
2015,13,1669,83.7,-0.3333333333333333,2015-12-01,11.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-01-01,22.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-02-01,23.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-03-01,16.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-04-01,11.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-05-01,8.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-06-01,7.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-07-01,6.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-08-01,7.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-09-01,11.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-10-01,17.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-11-01,12.0,False
2015,13,1669,71.0,-0.3333333333333333,2015-12-01,11.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-01-01,22.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-02-01,23.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-03-01,16.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-04-01,11.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-05-01,8.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-06-01,7.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-07-01,6.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-08-01,7.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-09-01,11.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-10-01,17.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-11-01,12.0,False
2015,13,1669,72.0,-0.3333333333333333,2015-12-01,11.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-01-01,22.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-02-01,23.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-03-01,16.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-04-01,11.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-05-01,8.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-06-01,7.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-07-01,6.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-08-01,7.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-09-01,11.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-10-01,17.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-11-01,12.0,False
2015,13,1669,44.0,-0.3333333333333333,2015-12-01,11.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-01-01,22.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-02-01,23.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-03-01,16.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-04-01,11.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-05-01,8.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-06-01,7.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-07-01,6.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-08-01,7.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-09-01,11.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-10-01,17.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-11-01,12.0,False
2015,13,1669,41.73,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,42.0,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,47.0,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,54.0,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,112.0,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,159.5,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,125.79999999999998,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,130.3,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,83.7,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,71.0,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,72.0,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,44.0,-0.3333333333333333,2015-12-01,11.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-01-01,22.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-02-01,23.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-03-01,16.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-04-01,11.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-05-01,8.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-06-01,7.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-07-01,6.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-08-01,7.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-09-01,11.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-10-01,17.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-11-01,12.0,False
2015,14,1475,41.73,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,42.0,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,47.0,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,54.0,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,112.0,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,159.5,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,125.79999999999998,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,130.3,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,83.7,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,71.0,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,72.0,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,44.0,-0.3333333333333333,2015-12-01,11.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-01-01,22.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-02-01,23.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-03-01,16.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-04-01,11.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-05-01,8.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-06-01,7.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-07-01,6.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-08-01,7.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-09-01,11.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-10-01,17.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-11-01,12.0,False
2015,15,1128,41.73,-0.3333333333333333,2015-12-01,11.0,False
2015,16,773,42.0,-0.3333333333333333,2015-01-01,22.0,False
2015,16,773,42.0,-0.3333333333333333,2015-02-01,23.0,False
2015,16,773,42.0,-0.3333333333333333,2015-03-01,16.0,False
2015,16,773,42.0,-0.3333333333333333,2015-04-01,11.0,False
2015,16,773,42.0,-0.3333333333333333,2015-05-01,8.0,False
2015,16,773,42.0,-0.3333333333333333,2015-06-01,7.0,False
2015,16,773,42.0,-0.3333333333333333,2015-07-01,6.0,False
2015,16,773,42.0,-0.3333333333333333,2015-08-01,7.0,False
2015,16,773,42.0,-0.3333333333333333,2015-09-01,11.0,False
2015,16,773,42.0,-0.3333333333333333,2015-10-01,17.0,False
2015,16,773,42.0,-0.3333333333333333,2015-11-01,12.0,False
